Product_Description,Product_Image,Discounted_Price,Product_Rating
DELL Latitude 7490 TOUCHSCREEN 1TB SSD/16GB RAM/ Intel Core I7/ BACKLIGHT KEYBOARD-WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/9998943/1.jpg?7506,"₦ 750,000",0
Universel LAPTOP STAND WITH ELECTRIC FAN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/2323593/1.jpg?3759,"₦ 28,755",0
For Macbook Pro Retina 12 Inch Protective Case(Green),https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/9596722/1.jpg?8407,"₦ 14,080",0
"Lenovo IDEAPAD 1 INTEL CELERON 2.4GHZ 4GB RAM 256GB SSD 15.6"" WINS 10 PRO",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/768606/1.jpg?1461,"₦ 328,800",1
Hp ELITEBOOK 840 G7 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/3590982/1.jpg?0646,"₦ 820,000",0
"Apple MacBook Air 13"" M1 Chip 8GB 256GB 2020 Model - Gold",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/921227/1.jpg?7118,"₦ 1,375,000",1
Obd ELM Advanced OBD Diagnostcs Scan Tool,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/0893642/1.jpg?1712,"₦ 17,000",0
"DELL Latitude 7490 Intel Core I5, Keyboard Backlit, 8GB RAM, 256GB SSD Windows 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/1133093/1.jpg?3973,"₦ 395,000",0
"DELL Latitude 3190 2in1 TOUCHSCREEN, INTEL PENTIUM 128GB SSD 4GB WIN 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/6421862/1.jpg?6089,"₦ 250,000",1
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit TOUCHSCREEN/FP Reader Wins 11 Laptop +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/2160913/1.jpg?2778,"₦ 520,000 - ₦ 590,000",0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/5361192/1.jpg?4609,"₦ 620,000",1
Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/9581063/1.jpg?3887,"₦ 610,000",1
"Toshiba Dynabook Toshiba Portégé Detachable Intel Core I7-8GB RAM 256GB SSD 13.3"" Win 10 Pro + Active Pen",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/3522673/1.jpg?9818,"₦ 1,058,000",0
Hp EliteBook 840 Intel Core I7- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/3228053/1.jpg?8187,"₦ 800,000",0
Hp Stream 11 Intel Celeron - 64GB SSD 4GB RAM Windows 10 P,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/1618292/1.jpg?7421,"₦ 179,999",0
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/2050452/1.jpg?5480,"₦ 520,000",0
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/5325032/1.jpg?8211,"₦ 250,000",0
Hp EliteBook 840 G6 Intel Core I5 Touchscreen 8GB RAM/256 SSD/Backlit Keyboard/FP Win 11 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/4131063/1.jpg?8167,"₦ 560,000",1
Hp EliteBook 840 G6 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/8383352/1.jpg?2719,"₦ 480,000",0
DELL Latitude 7490 Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/2474463/1.jpg?5490,"₦ 750,000",0
Hp  EliteBook 840 G6 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/7950393/1.jpg?9232,"₦ 490,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/258843/1.jpg?0094,"₦ 190,000",1
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/9269701/1.jpg?0546,"₦ 190,000",1
"Hp PAVILION 14 X360 FHD TOUCH PC 12TH GEN INTEL CORE I3-8GB DDR4 RAM- 256GB SSD 14""FHD, WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/8079433/1.jpg?5285,"₦ 885,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4880733/1.jpg?8783,"₦ 250,000",0
Hp Stream 11 PRO Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 11 PRO+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/6337762/1.jpg?4322,"₦ 170,000",1
Hp EliteBook 840 G5 Intel Core I5- 16GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/6481452/1.jpg?6697,"₦ 475,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM-256GB SSD-Backlit Keyboard 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/8358663/1.jpg?8153,"₦ 485,000",1
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB SSD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/4440752/1.jpg?9046,"₦ 260,000",0
"DELL Precision 5480, Intel Core I7-13800H 14 Cores 512GB SSD 32GB RAM Nvidia RTX A2000(8GB) BACKLIT 14 FHD Win11Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/4600883/1.jpg?2855,"₦ 2,300,000",0
Hp EliteBook 830 G6 TOUCHSCREEN  Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Window 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/7021032/1.jpg?7225,"₦ 550,000",0
"Hp Probook 11 X360 TOUCHSCREEN, 4GB RAM,128GB SSD, INTEL P W10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/5655292/1.jpg?9251,"₦ 214,999",0
Hp Pavilion 15 X360 11th Gen Intel Core I5 16GB RAM/1TB SSD Backlit Keyboard Win 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/691429/1.jpg?6689,"₦ 1,200,500",1
Lenovo Ideapad 15 Inch Intel® Celeron® 4GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/2633752/1.jpg?2184,"₦ 365,000",0
Lenovo EliteBook 840 G6 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro +MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/3038902/1.jpg?8365,"₦ 510,000",0
"Hp FLEXIBLE USB LIGHT FOR COMPUTERS,LAPTOP & POWER BANK BLUE",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/9162172/1.jpg?5119,"₦ 2,500",0
Hp EliteBook 840 G5 Intel Core I5-TOUCHSCREEN 16GB RAM/512GB SSD/Backlit Keyboard/FP Wins 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/2758462/1.jpg?0577,"₦ 520,000",1
Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I5 16GB RAM 512GB SSD BACKLIT KEYBOARD WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/2424362/1.jpg?1938,"₦ 850,000",0
Hp Stream 11 Pro- Intel Celeron- Education Edition - 4GB RAM - 64GB HDD Windows 10 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/8035191/1.jpg?9975,"₦ 145,000",1
DELL Latitude 7490 TOUCHSCREEN-Intel Core I5- 512GB SSD/8GB RAM-BACKLIGHT KEYBOARD-WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/8281943/1.jpg?6105,"₦ 500,000",0
DELL Latitude 7490 Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/7475092/1.jpg?5425,"₦ 770,000",1
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/7201571/1.jpg?9157,"₦ 920,500",1
"Lenovo Ideapad Intel Celeron 256 SSD 4GB RAM 15.6"" Windows 10+ Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/8987011/1.jpg?2362,"₦ 380,000",1
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/2288913/1.jpg?0204,"₦ 250,000",0
Hp PROBOOK X360 11 INTEL PENTIUM 128GB SSD 4GB RAM TOHSC W11 P,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/4900292/1.jpg?0557,"₦ 209,999",0
DELL Latitude 7490 Intel Core I5- 8GB RAM/256GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/9917963/1.jpg?6846,"₦ 400,000",0
Hp Stream 11 Intel Celeron Quad Core - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse &USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/3056563/1.jpg?1112,"₦ 176,000",0
Hp EliteBook 840 G8  Intel Core I5 11th Gen 16GB RAM/256GB SSD Backlit Keyboard/FP Reader Wins 11 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/1775692/1.jpg?6646,"₦ 950,000",0
Hp Stream 11 Pro Intel Celeron 4GB RAM- 64GB HDD WIN 10+ Usb Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9812362/1.jpg?6997,"₦ 195,000",0
Lenovo 65W USB TYPE-C Laptop Charger,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/266593/1.jpg?1923,"₦ 46,000",1
"Apple Macbook Air 13.6"" M2 Chip 8GB RAM 256GB SSD Starlight MLY13LL/A 2022",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/6086962/1.jpg?0104,"₦ 1,800,000",0
Hp ELITEBOOK X360 830 G7 TOUCH CORE I5 16GB RAM/512GB SSD BACKLIT KEYBOARD/FP READER-WINDOW 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/0982373/1.jpg?2067,"₦ 650,000",0
Adjustable Folding Laptop Stand Desk,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/490307/1.jpg?3556,"₦ 34,998",1
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM- W10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/8953292/1.jpg?9893,"₦ 270,000",0
"Hp ProBook X360 11 Touchscreen Core I5-8GB DDR4, 512GB SSD,Win 10 Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/3651741/1.jpg?4938,"₦ 380,000",0
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3167553/1.jpg?7360,"₦ 569,000",0
"Hp PAVILION 14 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/3367703/1.jpg?9340,"₦ 1,500,900",0
Hp EliteBook 830 G7 X360 TOUCHSCREEN Core I5-16GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/9248462/1.jpg?0560,"₦ 640,000",0
Hp 15 Intel Pentium Quad Core Touchscreen(4GB RAM 500GB HDD- 32GB Flash- USB Light For Keyboard- Mouse- Windows 10 Purple,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/367933/1.jpg?4470,"₦ 490,000",1
Hp Notebook 11 - TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/2892423/1.jpg?4603,"₦ 250,000",0
Hp SPECTRE 14 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/7488392/1.jpg?1412,"₦ 2,550,000",0
Hp EliteBook 840 G5 TOUCHSCREEN Intel Core I7/32GB RAM/512GB SSD WIN11+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/3020583/1.jpg?1889,"₦ 750,000",0
"Asus VIVOBOOK 14 12TH GEN INTEL CORE I3 8GB RAM 512GB SSD BACKLIT KEYBOARD 14"" FHD WINS 11 +Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/4751062/1.jpg?5491,"₦ 641,500",0
"Hp PROBOOK 11 X360 TOUCH 4GB RAM 128GB SSD INTEL PENTIUM, W 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/0423013/1.jpg?6100,"₦ 219,999",1
"Hp 14 AMD RYZEN 3 UP TO 3.5GHZ 4GB RAM 1TB HDD 14""HD AMD RADEON GRAPHICS WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/2392263/1.jpg?2221,"₦ 470,500",0
Hp ProBook11 X360- TH- 128GB SSD/4GB RAM-Intel CELERON Q W10 P,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/0331592/1.jpg?3834,"₦ 209,999",0
"DELL LATITUDE 3190 2in1,X360 TOUCH INTEL PENTIUM,8GB RAM,128GB SSD +LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/7901452/1.jpg?8936,"₦ 220,000",0
Hp EliteBook 830 G6 X360 TOUCHSCREEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/4592123/1.jpg?6973,"₦ 750,000",0
Hp EliteBook 840 G6 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/1807603/1.jpg?6113,"₦ 490,000",0
Hp PROBOOK X360 11 INTEL PENTIUM 256GB SSD 4GB RAM TC W11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/7251292/1.jpg?3240,"₦ 199,999",0
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/7668032/1.jpg?7140,"₦ 465,000",1
Hp EliteBook 840 G5 Intel Core I5/16GB RAM/1TB SSD BACKLITKEYBOARD WIN11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/4078872/1.jpg?9760,"₦ 560,000",0
Hp EliteBook 845 G7 - Ryzen 7 Pro 4750U/AMD 2.3 - 16GB RAM/512GB SSD WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/1981483/1.jpg?8823,"₦ 663,140",0
"Hp Pavilion 14 X360 11th Gen Intel Core™ I7,1TB SSD, 16GB RAM, Backlit Keyboard,14""Touchscreen Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/1313023/1.jpg?8186,"₦ 1,650,000",1
Hp  EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/5130393/1.jpg?0575,"₦ 569,000",0
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 8GB RAM, 512GB SSD NVIDIA RTX 3050 (4GB) WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2566762/1.jpg?2778,"₦ 1,405,000",0
"Hp PROBOOK 11 X360 TOUCH 4GB RAM 128GB SSD, INTEL PENTIUM, W 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/3343013/1.jpg?8903,"₦ 199,999",0
"Apple 13.6"" MacBook Air (M2, Midnight) 8GB /256gb",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/2679312/2.jpg?4011,"₦ 1,950,000",1
Charger & Power Adapter For MacBook Pro / Air Type USB-C 61w,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/2915373/1.jpg?2349,"₦ 20,900",0
Asus VivoBook Pro 15 OLED K3500PH Intel® Core I5 8GB RAM 512GB SSD 15.6-inch FHD 4GB NVIDIA Win 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/4857862/1.jpg?3055,"₦ 1,145,990",0
Airspace Adjustable Laptop Desk With Mouse Pad And Cooling Fan,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/389669/1.jpg?3089,"₦ 24,800",1
"Hp 15 Intel Pentium Quad Core (500GB HDD,4GB RAM+ BAG+32GB Flash+ USB Light For Keyboard Windows 10 Laptop- RED",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/813842/1.jpg?3132,"₦ 875,000",0
"DELL Latitude 5490 Intel Core I5- 8GB Ram, 256GB SSD Win 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/3126912/1.jpg?6043,"₦ 500,000",0
"Asus NOTEBOOK 15 INTEL CELERON N4020 4GB RAM 256GB SSD 15.6"" HD WINS 11+ Flash Drive",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6369753/1.jpg?9516,"₦ 343,000",0
"DELL LATITUDE 3190 2IN1,X360 TOUCH INTEL PENTIUM,8GB RAM,256GB SSD +LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/5195023/1.jpg?1304,"₦ 300,000",0
Hp  EliteBook 840 G6 Intel Core I5-16GB RAM/512 SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/4645063/1.jpg?5748,"₦ 510,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/484882/1.jpg?2414,"₦ 509,000",0
Hp EliteBook 830 G5 TOUCHSCREEN Core I7-32GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/3371943/1.jpg?3439,"₦ 785,000",0
"Hp 15 TOUCHSCREEN 11TH GEN INTEL CORE I3 8GB RAM 256GB SSD 15.6"" WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/7909752/1.jpg?9763,"₦ 620,500",0
Hp NoteBook 348 G5 Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8029292/1.jpg?5289,"₦ 510,000",0
Hp EliteBook 840 G5 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/7381452/1.jpg?2855,"₦ 475,000",0
19.5V 7.7A for HP150W charger ZBook Studio G3 G5 G7 G8 Victus Gaming 16-d0000 16-d1000 Laptop Adapter Power Supply,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8534093/1.jpg?3105,"₦ 35,600",0
Hp PAVILION 14 X360 CORE I7 13TH GEN 5.0GHz 16GB RAM 1TB SSD BACKLIT KEYBOARD INTEL IRIS XE WIN11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/9683093/1.jpg?5267,"₦ 1,750,000",0
Lenovo ThinkPad T14 Gen 4 13th Gen Intel Core™ I7-1365U 512GB SSD 16GB 14″TOUCHSCREEN WIN11 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/3320973/1.jpg?2873,"₦ 2,385,000",0
Hp Stream 11 Intel Celeron 4GB RAM-64GB SSD WIN 10+USB LIGHT,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8976722/1.jpg?5580,"₦ 200,000",0
Asus ZenBook UX325EA-KG333T Core I7 8GBRAM 512GB Win10 Pine Grey + Free Canon TS3440 Wireless Printer,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/0569962/1.jpg?8855,"₦ 950,000",0
"DELL Latitude 3340 Intel Celeron 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/2106232/1.jpg?7864,"₦ 400,000",1
"Asus X515EA Intel Core I7-1165G7 15.6"" 8GB RAM/256GB SSD Win 11 + Free 1TB External Hard Drive",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/5027542/1.jpg?1393,"₦ 799,490",1
Hp ProBook 11 X360- 512GB SSD- TOUCHSCREEN Intel PENTIUM 4GB RAM WIN10 Pro+ Usb Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/5906292/1.jpg?2231,"₦ 263,999",1
"Hp 15 INTEL PENTIUM N200 2.8GHZ 4GB RAM 128GB UFC 15.6""HD WINS 11 +Led Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/6923063/1.jpg?2465,"₦ 465,000",0
"Hp ENVY 15 X360 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 15.6"" TOUCHSCREEN BACKLIT KEYBOARD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/9626372/1.jpg?3228,"₦ 1,750,000",0
DELL Latitude 7490 TOUCHSCREEN  Intel Core I7/256GB SSD 16GB RAM/BACKLIGHT KEYBOARD-WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/5781943/1.jpg?7727,"₦ 575,000",0
Hp ELITEBOOK X360 1030 G2 CORE I5 8GB RAM/ 1TB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/3779362/1.jpg?2076,"₦ 650,000",0
"Hp PROBOOK 11 X360, TOUCH 4GB RAM 128GB SSD, INTEL PENTIUM, W10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/6661213/1.jpg?8091,"₦ 211,000",0
Hp Elitebook 840 G8 11th Gen Core I7 16GB RAM/512 SSD Win 11 Pro + Bag,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/9844881/1.jpg?0084,"₦ 1,321,500",0
DELL Latitude 3190 INTEL PENTIUM 256GB SSD 4GB WIN 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/4403093/1.jpg?9266,"₦ 240,000",0
Hp ProBook 11 X360- TOUCH Intel Celeron 128GB 4GB RAM WIN10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/9596192/1.jpg?2986,"₦ 229,599",0
Hp 240 G10 Intel Core I3-1315U 8GB DDR4 512GB 14.0 HD Windows 11 Silver,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/8581573/1.jpg?4551,"₦ 588,000",0
Hp EliteBook 830 G6 TOUCHSCREEN Core I7-12GB RAM/1TB SSD/Backlit Keyboard/Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/1850113/1.jpg?7335,"₦ 750,000",0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/256GB SSD/  Backlit Keyboard 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/0132082/1.jpg?4506,"₦ 485,000",0
Hp EliteBook 840 G6 Intel Core I5- 8GB RAM/256GB SSD/Backlit Keyboard/FP Reader Win 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/9671703/1.jpg?7469,"₦ 470,000",0
"Hp 15 VICTUS GAMING, INTEL CORE I5, 8GB RAM, 512GB SSD,4GB NVIDIA RTX 2050 WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/2242412/1.jpg?0600,"₦ 1,405,500",1
DELL Latitude 3160 Touchscreen Intel Celeron 128ssd  4GB RAM Wins 10 + Flash Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/3105152/1.jpg?5440,"₦ 450,000",1
Hp ProBook 11 X360- TOUCHSCREEN Intel P 256GB SSD 4GB RAM W10 P,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/8406292/1.jpg?0672,"₦ 259,999",1
"Lenovo IDEAPAD SLIM 3 13TH GEN INTEL CORE I3-N305 4GB RAM 256GB SSD 15.6"" FHD WINDOWS 11 + MOUSE",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/9664603/1.jpg?1222,"₦ 541,500",0
