Product_Description,Product_Image,Discounted_Price,Product_Rating
"Lenovo IDEAPAD 15 INTEL CORE I3 8GB RAM 256GB SSD 15.6""FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/064118/1.jpg?2283,"₦ 570,000",1
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/9624153/1.jpg?8102,"₦ 500,000",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/1611783/1.jpg?1712,"₦ 220,000",0
"Apple Macbook Air 15"" M3 Chip 8GB, 256GB - Starlight",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/8242983/1.jpg?0083,"₦ 2,700,000",0
"Hp 250 G10 13TH GEN INTEL CORE I3 8GB RAM 512GB SSD 15.6"" FHD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/8634292/1.jpg?7572,"₦ 655,500",0
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/1418062/1.jpg?9179,"₦ 300,000",0
"Hp 15 VICTUS GAMING, 12TH GEN INTEL CORE I5, 16GB RAM, 512GB SSD,4GB NVIDIA RTX 2050 WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/1363162/1.jpg?2391,"₦ 1,420,500",0
Adjustable Folding Laptop Stand With Cooling Fan,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/250536/1.jpg?1055,"₦ 30,950",1
"Hp 15 TOUCHSCREEN 12TH GEN INTEL CORE I3 4.4GHZ 8GB RAM 512GB SSD 15.6""FHD WINDOWS 11+MOUSE",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/1608243/1.jpg?2870,"₦ 653,500",0
"Apple Macbook Air 13"" M3 Chip 8GB, 256GB - Starlight",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/9089883/1.jpg?9854,"₦ 2,500,000",0
"Lenovo Thinkpad 11, Intel Celeron,128GB SSD 4GB RAM Windows 8.1 PRO+32GB FLASH & BAG",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/448764/1.jpg?7630,"₦ 835,000",0
Hp Notebook 15s Intel Core I3-1215U 8GB RAM 512GB SSD 14.0 HD Touchscreen Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/2741573/1.jpg?5346,"₦ 659,000",0
"Lenovo IDEAPAD SLIM 3 (2023) INTEL CORE I3 3.6GHZ 256GB SSD 4GB RAM  15.6"" FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/5674603/1.jpg?2307,"₦ 540,500",0
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/7267632/1.jpg?6449,"₦ 164,000",1
Oraimo HyperGaN 65 65W GaN Wall Charger Kit With 100W CC Cable,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/1102783/1.jpg?9275,"₦ 47,500",0
"DELL LATITUDE 3180 , INTEL CELERON, 4GB RAM,128GB SSD, WINDWOS 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/9029942/1.jpg?9090,"₦ 200,000",1
Hp Pavilion 14 X360 11th Gen Intel Core I7 16GB RAM/512 SSD Win 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/2079961/1.jpg?1011,"₦ 1,650,500",0
Hp ENVY 14 X360 13TH GEN INTEL CORE I5 8GB RAM 512GB SSD TOUCH/BACKLIT KEYBOARD FP READER WINS 11+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/7184242/1.jpg?9978,"₦ 1,250,000",0
Hp Notebook 17 - Intel® Core I3- Backlit Keyboard  8GB RAM/1TB HDD WinS10 - 32GB Flash- Mouse,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/209943/1.jpg?2877,"₦ 835,000",0
Hp EliteBook 830 G5 Intel Core I5-16GB RAM/512GB SSD/Backlit/ TOUCHSCREEN- FP Reader Wins 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/3323192/1.jpg?9441,"₦ 680,000",1
Hp  NoteBook 11 X360- TOUCH- 128GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/2086493/1.jpg?0439,"₦ 200,000",0
Hp PROBOOK 11 X360 TOUCHSCREEN 4GB RAM 128GB SSD INTEL PENTIUM Windows 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/5034013/1.jpg?7920,"₦ 199,999",0
Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/4216933/1.jpg?1114,"₦ 600,000",0
"Acer TRAVELMATE P2 11th Gen, INTEL CORE I7 8GB RAM, 256GB SSD, Backlit Keyboard Wins 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/0498221/1.jpg?4549,"₦ 850,000",0
Hp ELITEBOOK 840 G7 TOUCHSCREEN INTEL CORE I5 16GB RAM/ 1TB SSD BACKLIT KEYBOARD/ FP READER- WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/7285863/1.jpg?7701,"₦ 765,000",0
Hp Probook 450 G10 13th Gen Intel Core I5 256SSD 16GB RAM Wins 11 Pro Backlite Keyboard 15''inch,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/0054753/1.jpg?1402,"₦ 1,000,000",0
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/7598373/1.jpg?8767,"₦ 167,000",0
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/0668032/1.jpg?5571,"₦ 493,000",1
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CELERON QUAD CORE WIN10 Pro +MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/5480193/1.jpg?2885,"₦ 330,000",0
"DELL Latitude 3350 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/4349373/1.jpg?2366,"₦ 300,000",1
"DELL Inspiron 15 Intel Core I3 (8GB RAM-1TB)15.6""Win10+32GB FLASH + BAG",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/962064/1.jpg?0306,"₦ 835,000",0
Lenovo 65W USB TYPE -C  Laptop Charger,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/294507/1.jpg?2384,"₦ 23,000",1
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ USD LED LIGHT & POUCH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/9616473/1.jpg?1870,"₦ 145,000",0
"Lenovo IDEAPAD SLIM 3 13TH GEN INTEL CORE I7 16GB RAM 512GB SSD 14"" FHD INTEL IRIS XE WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/2859093/1.jpg?2927,"₦ 1,090,000",0
Hp EliteBook 840 Intel Core I7- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/9256843/1.jpg?4127,"₦ 800,000",0
DELL Vostro 15 Hybrid- 1TB  SSHD-12GB RAM Intel Core I3- 11TH Gen- Windows 11 Laptop + 32G FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/1623952/1.jpg?4188,"₦ 620,000",0
"Hp ELITEBOOK 840 G7 10Th Gen Intel Core I5,256GB SSD,8GB RAM,BacklitKeyboard, 14”, Win 10 Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/6222773/1.jpg?2669,"₦ 1,058,000",0
"DELL Latitude 3350 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/4739373/1.jpg?2165,"₦ 300,000",0
Hp CHROMEBOOK 11 INTEL CELERON 4Gb RAM 32GB WINS 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/3935393/1.jpg?8792,"₦ 160,000",0
"Hp Notebook X2 -- Intel® Atom™ ( 1.92 GHz, 2 MB Cache, 4 Cores), 32GB Flash,Mouse,USB Light,10.1 Diagonal , Anti-glare WLED-backlit Display, 2 GBRAM-1600 SDRAM , 32 GB HDD Windows 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/331972/1.jpg?4992,"₦ 897,700",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/3231163/1.jpg?5434,"₦ 250,000",0
Hp Stream 11 Intel Celeron 4GB RAM- 64GB HDD WIN 10+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/0693032/1.jpg?2539,"₦ 157,000",0
Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ USD LED LIGHT & POUCH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/3506473/1.jpg?6948,"₦ 145,000",0
Biolite BaseCharge 1500W/1.5Wh LFP Portable Power Station Home Backup,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/764074/1.jpg?3446,"₦ 2,399,000",1
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/1417263/1.jpg?9002,"₦ 569,000",0
DELL Latitude 3190 2in1 X360 INTEL PENTIUM 128GB SSD 8GB WIN 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/1883133/1.jpg?4017,"₦ 300,000",0
Hp EliteBook 840 G6 Intel Core I5- 32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/1431133/1.jpg?5411,"₦ 599,000",0
"Hpaay C HP ELITE DRAGONFLY G4 MULTI-TOUCH Core I7 32GB RAM, 1TB SSD",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2564072/1.jpg?1098,"₦ 2,300,000",0
Hp CHROMEBOOK 11 INTEL CELERON 4Gb RAM 64GB WINS 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/1878193/1.jpg?9564,"₦ 165,000",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/8825243/1.jpg?0168,"₦ 220,000",1
"DELL Latitude 3150 Intel Pentium 8GB RAM, 500GB HDD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/4185042/1.jpg?3040,"₦ 260,000",1
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/3249243/1.jpg?1983,"₦ 220,000",0
Hp VICTUS GAMING 16 12TH GEN INTEL CORE I7 16GB RAM 1TB SSD GTX 1650 (4GB) WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/9350032/1.jpg?3525,"₦ 2,039,900",0
Hp PROBOOK 440 G9 12TH GEN INTEL CORE I5 8GB RAM 512GB BACKLIT KEYBOARD WINS 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/3271052/1.jpg?9454,"₦ 1,030,000",0
Hp Elitebook X2 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/7204443/1.jpg?8876,"₦ 540,000",0
Hp ELITEBOOK X360 830 G7 TOUCH CORE I5 16GB RAM/512GB SSD BACKLIT KEYBOARD/FP READER-WINDOW 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/0982373/1.jpg?2126,"₦ 650,000",0
Asus 15 - Asus Laptop Intel Celeron 8GB RAM/ 1000GB HDD/ Backlit Keyboard Windows 11 + 32GB Flash,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/9476752/1.jpg?0448,"₦ 2,350,000",0
Hp Envy 13,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/1248983/1.jpg?0548,"₦ 1,550,500",0
Hp ProBook 11 X360- TOUCH- 8GB RAM/512GB SSD-Intel PENTIUM QUAD CORE WIN11 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/0005373/1.jpg?0096,"₦ 490,000",0
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/9619112/1.jpg?1117,"₦ 985,000",0
"DELL INSPIRON 16 PLUS 7630, CORE I7, 1TB SSD 32GB RAM, RTX 4060,16"" 2.5k Anti-Glare, Non-Touch, WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/9873472/1.jpg?5489,"₦ 2,950,000",0
Lenovo Ideapad 15 Inch Intel® Celeron® 4GB RAM DDR4 - 256 SSD Win11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/6143752/1.jpg?8616,"₦ 365,000",0
Asus Vivobook X515JA-BR4002W 15.6-inch HD Intel® Core™ I5 Processor 4GB RAM 512SSD WIND0W 11 HOME,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/6282942/1.jpg?7474,"₦ 694,990",0
"DELL Latitude 3340 Intel Core I3 8GB RAM, 256GB SSD Windows 11 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/3958942/1.jpg?5793,"₦ 300,000",0
Hp ProBook 11 X360- TOUCH Intel Celeron 512GB 4GB RAM WIN10 Pro+ USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/4751032/1.jpg?4996,"₦ 204,000",0
DELL Latitude 3189 X360 TOUCHSCREEN INTEL PENTIUM 256GB SSD 8GB WIN 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/6204352/1.jpg?3049,"₦ 299,000",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/2278913/1.jpg?7586,"₦ 250,000",0
DELL Latitude 7490 TOUCHSCREEN 1TB SSD/16GB RAM/ Intel Core I5/ BACKLIGHT KEYBOARD-WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/2898943/1.jpg?4018,"₦ 600,000",0
Hp ProBook 11 G1 X360 Convertible Intel P 4GB RAM 256GB Tc W10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/5634292/1.jpg?7781,"₦ 209,999",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/7210462/1.jpg?1694,"₦ 235,000",0
Hp  Elitebook X2 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/0287593/1.jpg?1425,"₦ 569,000",0
Hp NoteBook 348 G5 Intel Core I5-12GB RAM/512GB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/2361192/1.jpg?6734,"₦ 470,000",0
Hp EliteBook 845 G7 AMD RYZEN 7 PRO - 4750U-16GB RAM/512GB SSD/Backlit Key/FP Reader Win11 Pro +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/3718243/1.jpg?4532,"₦ 630,000",0
"DELL LATITUDE 3190 2in1 , INTEL PENTIUM , TOUCHSCREEN 8GB RAM,512GB SSD+LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6255433/1.jpg?3781,"₦ 400,000",0
Hp Stream11intel Celeron D/C4GB RAM 64GB HDD+pouch,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/3545433/1.jpg?4106,"₦ 143,400",0
Hp  EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/8350393/1.jpg?4324,"₦ 510,000",0
Lenovo Ideapad 3 11 Generation Intel Core I7 512GB SSD 8GB RAM 14 Inch Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/9752172/1.jpg?2339,"₦ 980,000",0
"Hp ProBook 440G10 INTEL CORE I7,13TH GEN ,8GB RAM,512 SSD,14.1 Win11 Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/4017852/1.jpg?7963,"₦ 1,340,000",0
"DELL VOSTRO 15  INTEL CORE I7   512GB SSD 8GB RAM 11TH GEN INTEL IRIS XE 15"" FHD WINS 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/0067013/1.jpg?1679,"₦ 980,200",0
"Hp 15 Intel Pentium Dual Core (4GB,1TB HDD) Windows 10 Laptop - White- Bag- 32GB Flash- USB Light For Keyboard",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/359122/1.jpg?1665,"₦ 2,350,000",1
"DELL VOSTRO 15 11TH GEN INTEL CORE I7 16GB RAM 512GB SSD INTEL IRIS XE 15"" FHD WINS 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/5356732/1.jpg?9540,"₦ 1,020,000",1
Hp STREAM 11 LAPTOP- CELERON-64GB 4D 4GB RAM Windows 10 PRO+ & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/9857813/1.jpg?1803,"₦ 160,000",1
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Laptop +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/957933/1.jpg?8202,"₦ 509,000",0
Hp EliteBook 840 G7 TOUCHSCREEN 10TH GEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard-WIN 11 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/9917963/1.jpg?7207,"₦ 750,000",0
"Apple MacBook Pro 14"" M3 Pro Chip 18GB RAM, 512GB - Space Gray",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/7431093/1.jpg?3801,"₦ 3,500,000",0
"DELL LATITUDE 5430 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD 14""FHD WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/6969073/1.jpg?1845,"₦ 1,650,000",0
Hp EliteBook 830 G6 X360 TOUCHSCREEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/7592123/1.jpg?6955,"₦ 750,000",0
"Apple Macbook Air 15"" M3 Chip 16GB, 512GB - Midnight",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/6996093/1.jpg?2653,"₦ 3,500,000",0
DELL Latitude 7490 Intel Core I5- 8GB RAM/256GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/8917963/1.jpg?6666,"₦ 400,000",0
"Hp Pavilion 15 X360 12th Gen Intel Core™ I5,16GB RAM 1TB SSD, Backlit Keyboard, Wins 10+ Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/6346692/1.jpg?7738,"₦ 1,200,000",0
Hp ELITEBOOK 830 G9 12TH GEN INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP READER WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/5511363/1.jpg?9793,"₦ 1,350,000",0
"Apple Macbook Air 15"" M3 Chip 16GB, 512GB - Space Gray",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/7242983/1.jpg?2653,"₦ 3,500,000",0
Hp Notebook 15s Intel® Core™ I3 4GB RAM 256GB SSD 15.6 Win 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/0939912/1.jpg?3270,"₦ 499,990",0
"Lenovo Ideapad 5 11th Gen Intel Core I7 8GB RAM 512GB SSD Backlit Keyboard FP Reader 14"" Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/0874912/1.jpg?2555,"₦ 950,000",1
"Lenovo IDEAPAD 15 12TH GEN INTEL CORE I5 8GB RAM 256GB SSD 15.6""FHD INTEL IRIS XE GRAPHICS WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/5649752/1.jpg?8545,"₦ 685,000",0
DELL Latitude 3190 2in1 X360 INTEL PENTIUM 128GB SSD 8GB WIN 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/3253133/1.jpg?2316,"₦ 350,000",0
Lenovo Ideapad 110-15ISK Intel Pentium -2.1Ghz (4GB 500GB HDD +32gb Flash Drive) Windows 10 - RED,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/706124/1.jpg?0843,"₦ 835,000",0
Hp ENVY 14 X360 14TH GEN INTEL CORE ULTRA 7 16GB RAM 512GB SSD BACKLIT KEYBOARD INTEL ARC WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/8995093/1.jpg?4740,"₦ 1,570,000",0
"DELL Inspiron 15 Touchscreen Intel Core I5 8GB/256GB SSD 15.6"" FHD Display Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/2832003/1.jpg?6671,"₦ 921,900",0
Hp EliteBook 840 G6 TOUCHSCREEN Core I5-8GB RAM/256GB SSD/Backlit Keyboard/FP Reader WIN 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/9358663/1.jpg?8511,"₦ 530,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/2562533/1.jpg?4741,"₦ 500,000",0
"Lenovo IDEAPAD 15 INTEL CELERON 2.8GHZ 8GB RAM 256GB SSD 15.6"" WINS 11 PRO",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/8557773/1.jpg?9236,"₦ 390,000",0
"DELL Latitude 3180 Intel Celeron 4GB RAM, 128GB SSD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/2540752/1.jpg?0516,"₦ 185,000",1
Hp Elitebook X2 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/9425033/1.jpg?1576,"₦ 650,000",0
"Asus Notebook 10th Gen, Intel Core I3 8GB RAM 512GB SSD, 2.1GHz Up To 4.1GHz 15.6"" Wins 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/1107612/1.jpg?1373,"₦ 550,500",1
Asus Vivobook X515JA Intel Core I5 4GB RAM/512GB SSD Win 11 - Silver,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/9161622/1.jpg?0617,"₦ 689,990",0
"Asus VIVOBOOK 14 INTEL CORE I3 12GB RAM 256GB SSD 15"" FHD WINDOWS 11 + MOUSE",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/6417143/1.jpg?3312,"₦ 550,000",0
"Hp 15 Intel Core I7-  8GB RAM-1TB HDD, 2GB NVIDIA Graphics WIN 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/5960631/1.jpg?0136,"₦ 2,350,000",1
Hp Notebook 11 - TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/8674023/1.jpg?3130,"₦ 320,000",0
"Alienware M18 R2 GAMING 14TH GEN,CORE I7-14700HX,1TB SSD/16GB RAM, RTX 4070,18"" WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/99/8951283/1.jpg?6952,"₦ 3,798,000",0
"Hp 15 12TH GEN INTEL CORE I5 8GB RAM 256GB SSD 15.6"" FHD INTEL IRIS XE WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/1110293/1.jpg?7857,"₦ 749,000",0
Hp Notebook 11 Inches X360- Intel Pentium 128GB SSD- 4GB RAM WIN10 Pro + 32GB Flash,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/384548/1.jpg?3417,"₦ 190,000",0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/9754333/1.jpg?8172,"₦ 569,000",0
Sweet Home Sweethome Water Heater 10L,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/7054483/1.jpg?4330,"₦ 99,600",0
"DELL Latitude 7390 Intel Core I5-8GB RAM,256GB SSD, Backlit Keyboard Windows 11 +Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/5056943/1.jpg?9970,"₦ 500,000",0
